LON,LAT,CD_GEOCODI,Cep,Logradouro,Bairro,Cod Cidade,Cod Estado
-46.6353119,-23.5477367,355030878000006,1012010,Rua da Quitanda,Centro,8966,26
-46.6345202,-23.5485797,355030878000006,1012020,Largo da Misericórdia,Centro,8966,26
-46.63511,-23.546344,355030878000006,1012030,Largo do Café,Centro,8966,26
-46.6341455,-23.5473364,355030878000007,1013000,Rua Quinze de Novembro,Centro,8966,26
-46.63417465,-23.54736235,355030878000007,1013001,Rua Quinze de Novembro,Centro,8966,26
-46.634688,-23.5463185,355030878000006,1013010,Rua do Comércio,Centro,8966,26
-46.6342025,-23.548204,355030878000006,1013020,Rua do Tesouro,Centro,8966,26
-46.6333741,-23.5469068,355030878000007,1014000,Rua Boa Vista,Centro,8966,26
-46.633984,-23.5455135,355030878000007,1014010,Rua João Brícola,Centro,8966,26
-46.633854,-23.546367,355030878000007,1014020,Rua Três de Dezembro,Centro,8966,26
-46.6325452,-23.5466138,355030878000007,1015000,Rua General Carneiro,Centro,8966,26
-46.6335708,-23.5480174,355030878000001,1015010,Praça Padre Manuel da Nóbrega,Centro,8966,26
-46.6315366,-23.5472479,355030878000001,1015020,Praça Fernando Costa,Centro,8966,26
-46.631374,-23.5475875,355030878000001,1015030,Rua São Nicolau,Centro,8966,26
-46.6313402,-23.5476712,355030878000001,1015040,Rua Maria Benedita,Centro,8966,26
-46.631127,-23.548116,355030878000002,1015050,Rua Luís Teixeira,Centro,8966,26
-46.6305254,-23.5478276,355030878000002,1015060,Rua Hércules Florence,Centro,8966,26
-46.629978,-23.548722,355030878000002,1015080,Rua Fernão Sales,Centro,8966,26
-46.63151165,-23.5493572,355030878000002,1016000,Rua Venceslau Brás,Centro,8966,26
-46.632847,-23.5497365,355030878000001,1016010,Rua Irmã Simpliciana,Centro,8966,26
-46.6331023,-23.5498785,355030878000001,1016020,Rua Santa Teresa,Centro,8966,26
-46.6334225,-23.5485385,355030878000001,1016030,Rua Anchieta,Sé,8966,26
-46.6330465,-23.548546,355030878000001,1016040,Largo Pátio do Colégio,Sé,8966,26
-46.6311578,-23.5499208,355030878000002,1017000,Avenida Rangel Pestana,Brás,8966,26
-46.631083,-23.5489791,355030878000002,1017010,Rua Doutor Bettencourt Rodrigues,Sé,8966,26
-46.6329824,-23.5516014,355030878000004,1018000,Praça Clóvis Beviláqua,Sé,8966,26
-46.632068,-23.551479,355030878000004,1018001,Praça Clóvis Beviláqua,Sé,8966,26
-46.6336785,-23.5517715,355030878000004,1018010,Rua Onze de Agosto,Sé,8966,26
-46.6326442,-23.5521324,355030878000004,1018020,Rua Anita Garibaldi,Sé,8966,26
-46.631061,-23.5518124,355030878000004,1019000,Rua Silveira Martins,Sé,8966,26
-46.6309661,-23.5513844,355030878000003,1019010,Rua das Flores,Sé,8966,26
-46.6307389,-23.5510918,355030878000003,1019020,Rua do Carmo,Sé,8966,26
-46.6297767,-23.5517307,355030878000003,1019030,Rua Joaquim dos Santos Andrade,Sé,8966,26
-46.6298743,-23.551268,355030878000003,1019040,Rua Alcides Bezerra,Sé,8966,26
-46.6301488,-23.5525467,355030878000015,1020000,Rua Tabatinguera,Sé,8966,26
-46.63165,-23.552477,355030878000004,1020001,Rua Tabatinguera,Sé,8966,26
-46.6290923,-23.5511584,355030878000041,1020010,Rua das Carmelitas,Sé,8966,26
-46.6284853,-23.5517722,355030878000041,1020020,Rua Nioac,Sé,8966,26
-46.6284638,-23.5510714,355030878000041,1020030,Rua Frederico Alvarenga,Sé,8966,26
-46.6309288,-23.5477893,355030878000001,1021000,Rua Vinte e Cinco de Março,Centro,8966,26
-46.632002,-23.5400755,355030878000037,1021100,Rua Vinte e Cinco de Março,Centro,8966,26
-46.6322238,-23.5421034,355030878000008,1021200,Rua Vinte e Cinco de Março,Centro,8966,26
-46.6331043,-23.5446987,355030878000007,1022000,Ladeira Porto Geral,Centro,8966,26
-46.6332379,-23.54430895,355030878000007,1022010,Rua Varnhagen,Centro,8966,26
-46.6315835,-23.5442365,355030878000007,1022020,Rua Cavalheiro Basílio Jafet,Centro,8966,26
-46.6314248,-23.5445214,355030878000007,1022030,Rua Jorge Azem,Centro,8966,26
-46.6318801,-23.5448391,355030878000007,1022040,Praça Ragueb Chohfi,Centro,8966,26
-46.6308036,-23.5447416,355030878000007,1022050,Parque Dom Pedro II,Centro,8966,26
-46.6301902,-23.5435002,355030878000001,1022060,Rua Doutor Itapura de Miranda,Centro,8966,26
-46.6297253,-23.5427463,355030878000001,1022070,Rua Comendador Assad Abdalla,Centro,8966,26
-46.630684,-23.5410315,355030878000009,1023000,Rua Barão de Duprat,Centro,8966,26
-46.6307065,-23.5401175,355030878000037,1023001,Rua Barão de Duprat,Centro,8966,26
-46.6298468,-23.5392737,355030878000039,1023010,Rua Miguel Carlos,Centro,8966,26
-46.631084,-23.53898325,355030878000036,1023020,Rua Ilha das Flores,Centro,8966,26
-46.6304054,-23.541736,355030878000009,1023040,Rua Comendador Afonso Kherlakian,Centro,8966,26
-46.6318947,-23.543078,355030878000008,1023050,Rua Comendador Abdo Schahin,Centro,8966,26
-46.6320865,-23.542742,355030878000008,1023060,Rua Lucrécia Leme,Centro,8966,26
-46.6271627,-23.5383881,355030878000039,1024000,Rua da Cantareira,Centro,8966,26
-46.627631,-23.535991,355030809000033,1024100,Rua da Cantareira,Centro,8966,26
-46.632411,-23.5406675,355030878000008,1025000,Rua Carlos de Sousa Nazaré,Centro,8966,26
-46.631362,-23.540418,355030878000037,1025001,Rua Carlos de Sousa Nazaré,Centro,8966,26
-46.6332795,-23.54012,355030878000036,1025010,Rua Augusto Severo,Centro,8966,26
-46.627679,-23.539551,355030878000046,1025020,Avenida do Estado,Centro,8966,26
-46.6313465,-23.539775,355030878000037,1026000,Avenida Senador Queirós,Centro,8966,26
-46.63188775,-23.5394455,355030878000036,1026001,Avenida Senador Queirós,Centro,8966,26
-46.6288525,-23.540679,355030878000009,1026010,Avenida Mercúrio,Centro,8966,26
-46.6281441,-23.5390401,355030878000046,1027000,Rua Paula Sousa,Centro,8966,26
-46.6317484,-23.538017,355030878000038,1027001,Rua Paula Sousa,Centro,8966,26
-46.629307,-23.537791,355030878000039,1027010,Rua Plínio Ramos,Centro,8966,26
-46.6301765,-23.5372155,355030878000038,1027020,Rua Antônio Pais,Centro,8966,26
-46.631077,-23.5376575,355030878000038,1027030,Vila Santa Clara,Centro,8966,26
-46.6313427,-23.537269,355030878000038,1027040,Vila Bueno,Centro,8966,26
-46.636125,-23.536122,355030866000070,1028000,Rua Mauá,Centro,8966,26
-46.6319553,-23.5366682,355030878000038,1028010,Viela dos Ingleses,Centro,8966,26
-46.6308215,-23.5368785,355030878000038,1028020,Vila Aguiar Andrade,Centro,8966,26
-46.6334939,-23.5436577,355030878000007,1029000,Rua Florêncio de Abreu,Centro,8966,26
-46.6328933,-23.5419839,355030878000008,1029001,Rua Florêncio de Abreu,Centro,8966,26
-46.6338582,-23.5442246,355030878000007,1029010,Largo de São Bento,Centro,8966,26
-46.6328645,-23.5381745,355030878000036,1030001,Rua Florêncio de Abreu,Centro,8966,26
-46.632897,-23.5434657,355030878000007,1030010,Ladeira Constituição,Centro,8966,26
-46.632561,-23.538457,355030878000036,1030020,Beco da Fábrica,Centro,8966,26
-46.6337179,-23.5402829,355030878000036,1031000,Avenida Prestes Maia,Centro,8966,26
-46.6345687,-23.5417473,355030866000124,1031001,Avenida Prestes Maia,Centro,8966,26
-46.6344221,-23.5403418,355030866000041,1031010,Rua Dom Francisco de Sousa,Centro,8966,26
-46.6339765,-23.5389125,355030866000072,1031020,Rua Doutor Luiz Silveira,Centro,8966,26
-46.6347566,-23.5384527,355030866000072,1032001,Rua Brigadeiro Tobias,Centro,8966,26
-46.6351428,-23.5416266,355030866000042,1032010,Rua Riskallah Jorge,Centro,8966,26
-46.6348787,-23.5411855,355030866000041,1032020,Rua Capitão-mor Jerônimo Leitão,Centro,8966,26
-46.6363135,-23.5434823,355030866000020,1032030,Praça Pedro Lessa,Centro,8966,26
-46.63629,-23.540428,355030866000040,1033000,Avenida Cásper Líbero,Centro,8966,26
-46.6357115,-23.5366131,355030866000070,1033001,Avenida Cásper Líbero,Centro,8966,26
-46.6364249,-23.5379193,355030866000069,1033010,Rua Washington Luís,Centro,8966,26
-46.6357727,-23.5401394,355030866000040,1033020,Rua Beneficência Portuguesa,Centro,8966,26
-46.6355023,-23.5406793,355030866000040,1033030,Rua Coronel Batista da Luz,Centro,8966,26
-46.636341,-23.538688,355030866000069,1033040,Praça Alfredo Issa,Centro,8966,26
-46.6363498,-23.5418706,355030866000019,1033050,Viaduto Santa Ifigênia,Centro,8966,26
-46.6381753,-23.5408724,355030866000038,1034000,Rua Antônio de Godói,Centro,8966,26
-46.6373937,-23.5421166,355030866000123,1034001,Rua Antônio de Godói,Centro,8966,26
-46.6386401,-23.5428564,355030866000037,1034010,Largo do Paissandu,Centro,8966,26
-46.6369442,-23.5430037,355030866000020,1034020,Rua Capitão Salomão,Centro,8966,26
-46.637264,-23.5434965,355030866000020,1034030,Rua Abelardo Pinto,Centro,8966,26
-46.639606,-23.542732,355030866000018,1035000,Avenida São João,Centro,8966,26
-46.6441565,-23.5401857,355030866000092,1035100,Avenida São João,República,8966,26
-46.637196,-23.5439895,355030866000020,1036000,Avenida São João,Centro,8966,26
-46.641373,-23.541692,355030866000122,1036100,Avenida São João,República,8966,26
-46.6398593,-23.5462607,355030866000003,1037000,Rua Conselheiro Crispiniano,República,8966,26
-46.6399196,-23.5462143,355030866000003,1037001,Rua Conselheiro Crispiniano,República,8966,26
-46.6390594,-23.5452332,355030866000002,1037010,Praça Ramos de Azevedo,República,8966,26
-46.639509,-23.543439,355030866000018,1038000,Rua Dom José de Barros,República,8966,26
-46.64125,-23.544834,355030866000002,1038100,Rua Dom José de Barros,República,8966,26
-46.637281,-23.5400655,355030866000069,1039000,Avenida Ipiranga,República,8966,26
-46.6437081,-23.546504,355030866000015,1040010,Rua do Boticário,República,8966,26
-46.6365195,-23.5399165,355030866000039,1040903,Avenida Ipiranga 1208,Centro,8966,26
-46.639397,-23.5444125,355030866000002,1041000,Rua Vinte e Quatro de Maio,República,8966,26
-46.6405623,-23.543492,355030866000002,1041001,Rua Vinte e Quatro de Maio,República,8966,26
-46.6403115,-23.5448885,355030866000002,1042000,Rua Barão de Itapetininga,República,8966,26
-46.641262,-23.54408,355030866000002,1042001,Rua Barão de Itapetininga,República,8966,26
-46.64020025,-23.54590725,355030866000003,1042010,Rua Nova Barão,República,8966,26
-46.6416683,-23.5453358,355030866000001,1043000,Rua Sete de Abril,República,8966,26
-46.6425247,-23.544761,355030866000001,1043010,Rua Gabus Mendes,República,8966,26
-46.6419649,-23.5448263,355030866000002,1044000,Rua Sete de Abril,República,8966,26
-46.6428345,-23.5444765,355030866000001,1045000,Praça da República,República,8966,26
-46.643935,-23.5440225,355030866000002,1045001,Praça da República,República,8966,26
-46.6420878,-23.5417566,355030866000035,1045010,Rua Pedro Américo,República,8966,26
-46.6426163,-23.5418714,355030866000035,1045020,Rua Joaquim Gustavo,República,8966,26
-46.6430063,-23.5457169,355030866000001,1046001,Avenida São Luís,República,8966,26
-46.6438845,-23.5451965,355030866000034,1046010,Avenida Ipiranga,República,8966,26
-46.642537,-23.5454153,355030866000001,1046020,Rua Basílio da Gama,República,8966,26
-46.6404466,-23.5457089,355030866000002,1047000,Rua Marconi,República,8966,26
-46.6414149,-23.5470985,355030866000003,1047010,Praça Dom José Gaspar,República,8966,26
-46.6413345,-23.5470705,355030866000003,1047020,Rua Doutor Bráulio Gomes,República,8966,26
-46.6405856,-23.5475299,355030866000003,1048000,Rua Coronel Xavier de Toledo,República,8966,26
-46.6392141,-23.546673,355030866000003,1048100,Rua Coronel Xavier de Toledo,República,8966,26
-46.6387352,-23.5473369,355030866000003,1049000,Rua Formosa,Centro,8966,26
-46.6407706,-23.5478124,355030866000006,1049010,Rua Quirino de Andrade,Centro,8966,26
-46.6395796,-23.5480173,355030866000004,1049020,Largo da Memória,Centro,8966,26
-46.6436965,-23.5487141,355030866000010,1050000,Rua Martins Fontes,Centro,8966,26
-46.6400847,-23.5481637,355030866000005,1050020,Rua João Adolfo,Centro,8966,26
-46.6432241,-23.5506259,355030866000023,1050030,Rua Major Quedinho,Centro,8966,26
-46.6423661,-23.5485404,355030866000007,1050060,Viaduto Nove de Julho,Centro,8966,26
-46.6413518,-23.5485555,355030866000021,1050070,Rua Álvaro de Carvalho,Centro,8966,26
-46.6312545,-23.5263696,355030809000018,1101000,Avenida Santos Dumont,Luz,8966,26
-46.6320045,-23.529663,355030809000012,1101010,Avenida Tiradentes,Luz,8966,26
-46.629224,-23.5215915,355030809000019,1101020,Praça Bento de Camargo Barros,Luz,8966,26
-46.6293485,-23.5224925,355030809000019,1102000,Avenida Tiradentes,Luz,8966,26
-46.6296442,-23.5239056,355030809000019,1102010,Avenida Tiradentes,Luz,8966,26
-46.6303782,-23.5278407,355030809000022,1102020,Travessa Lúcia,Luz,8966,26
-46.628414,-23.5213045,355030809000019,1102030,Rua General Carmona,Luz,8966,26
-46.631472,-23.535471,355030809000033,1103000,Rua Vinte e Cinco de Janeiro,Luz,8966,26
-46.628785,-23.53428,355030809000025,1103010,Rua Djalma Dutra,Luz,8966,26
-46.6280465,-23.5347475,355030809000025,1103020,Rua São Lázaro,Luz,8966,26
-46.627873,-23.53594,355030809000033,1103030,Rua Possidônio Inácio,Luz,8966,26
-46.627008,-23.536151,355030809000032,1103040,Rua Economizadora,Luz,8966,26
-46.627285,-23.5368525,355030809000032,1103050,Rua Doutor Cláudio de Sousa,Luz,8966,26
-46.628436,-23.53641,355030809000033,1103060,Rua dos Clerigos,Luz,8966,26
-46.628181,-23.5357865,355030809000033,1103070,Rua Dom Lino,Luz,8966,26
-46.626509,-23.53602125,355030809000032,1103080,Rua Doutor Luís Pisa,Luz,8966,26
-46.6268455,-23.5365775,355030809000032,1103090,Rua dos Cantores,Luz,8966,26
-46.626669,-23.536361,355030809000032,1103100,Rua Euricles Félix de Matos,Luz,8966,26
-46.627434,-23.5343975,355030809000025,1103110,Rua Francisco Sá Barbosa,Luz,8966,26
-46.627554,-23.536009,355030809000032,1103200,Rua da Cantareira,Luz,8966,26
-46.628011,-23.5368975,355030809000033,1103201,Rua da Cantareira,Luz,8966,26
-46.628683,-23.535212,355030809000033,1104000,Rua São Caetano,Luz,8966,26
-46.626803,-23.535443,355030809000024,1104001,Rua São Caetano,Luz,8966,26
-46.624553,-23.535146,355030810000016,1104010,Rua João Jacinto,Luz,8966,26
-46.628133,-23.5335795,355030809000025,1105000,Rua João Teodoro,Brás,8966,26
-46.6315445,-23.533714,355030809000027,1105010,Rua Dutra Rodrigues,Luz,8966,26
-46.630695,-23.5338885,355030809000027,1105020,Rua Dom Antônio de Melo,Luz,8966,26
-46.6301105,-23.5340085,355030809000027,1105030,Rua Doutor Pedro Arbues,Luz,8966,26
-46.6297295,-23.5340855,355030809000026,1105040,Rua Guilherme Maw,Luz,8966,26
-46.6260435,-23.5348535,355030809000024,1105050,Rua Pedro Álvares Cabral,Luz,8966,26
-46.6293085,-23.5276263,355030809000022,1106010,Rua Alfredo Maia,Luz,8966,26
-46.6301655,-23.5291625,355030809000011,1106020,Rua Doutor Rodrigo de Barros,Luz,8966,26
-46.6283213,-23.5288315,355030809000022,1106030,Rua Deocleciana,Luz,8966,26
-46.6300341,-23.5283381,355030809000011,1106040,Rua Frei Antônio Santana Galvão,Luz,8966,26
-46.629348,-23.5268005,355030809000022,1106050,Rua Itapirapes,Luz,8966,26
-46.6287689,-23.5274647,355030809000022,1106060,Rua Alto Pimenta,Luz,8966,26
-46.6275879,-23.5307635,355030809000023,1106090,Rua Matilde Sá Barbosa,Luz,8966,26
-46.627178,-23.5305385,355030809000022,1106100,Rua Benedita Sá Barbosa,Luz,8966,26
-46.626765,-23.5309735,355030809000022,1106120,Rua Amélia Sá Barbosa,Luz,8966,26
-46.6266945,-23.529732,355030809000021,1107000,Avenida do Estado,Bom Retiro,8966,26
-46.6270342,-23.5260192,355030809000020,1107010,Rua Luís Pacheco,Luz,8966,26
-46.6264494,-23.5282892,355030809000021,1107020,Rua Vitor Airosa,Luz,8966,26
-46.6262555,-23.5267935,355030809000021,1107030,Rua João Pacheco,Luz,8966,26
-46.6261095,-23.5276135,355030809000021,1107040,Rua Tapajós,Luz,8966,26
-46.6263175,-23.528827,355030809000021,1107050,Rua Iguaçu,Luz,8966,26
-46.6260225,-23.5302435,355030809000021,1107060,Rua Tibiriçá,Luz,8966,26
-46.6267995,-23.530533,355030809000022,1108000,Avenida do Estado,Bom Retiro,8966,26
-46.6255826,-23.526895,355030809000021,1109000,Avenida Cruzeiro do Sul,Canindé,8966,26
-46.6272257,-23.5253398,355030809000020,1109010,Rua Pedro Vicente,Luz,8966,26
-46.6279155,-23.5242365,355030809000020,1109020,Rua Paulino Guimarães,Luz,8966,26
-46.6278934,-23.5233156,355030809000020,1109030,Rua Guaporé,Luz,8966,26
-46.628587,-23.52218,355030809000019,1109040,Rua Porto Seguro,Luz,8966,26
-46.628855,-23.5218225,355030809000019,1109050,Rua Alice Rodrigues,Luz,8966,26
-46.6287819,-23.5241666,355030809000019,1109060,Rua Eduardo Chaves,Luz,8966,26
-46.628025,-23.522755,355030809000019,1109070,Rua Porto Calvo,Luz,8966,26
-46.6273845,-23.523858,355030809000020,1109080,Rua Dom Rodo,Luz,8966,26
-46.625305,-23.528201,355030856000008,1109100,Ponte Cruzeiro do Sul,Luz,8966,26
-46.639579,-23.5281244,355030809000014,1120000,Rua José Paulino,Bom Retiro,8966,26
-46.6405854,-23.5281574,355030809000014,1120001,Rua José Paulino,Bom Retiro,8966,26
-46.63532545,-23.53461825,355030809000012,1120010,Praça da Luz,Bom Retiro,8966,26
-46.638577,-23.53243825,355030809000013,1120020,Rua Cônego Martins,Bom Retiro,8966,26
-46.6362835,-23.5307685,355030809000006,1121000,Rua Prates,Bom Retiro,8966,26
-46.632874,-23.525499,355030809000018,1121010,Rua Rodolfo Miranda,Bom Retiro,8966,26
-46.6317822,-23.5251836,355030809000018,1121020,Rua Francisco Borges,Bom Retiro,8966,26
-46.63573035,-23.53051055,355030809000004,1121040,Rua Padre Edgar de Aquino Rocha,Bom Retiro,8966,26
-46.6368935,-23.5318513,355030809000013,1122000,Rua Ribeiro de Lima,Bom Retiro,8966,26
-46.6400564,-23.5306364,355030809000014,1122010,Rua Aimorés,Bom Retiro,8966,26
-46.6406337,-23.5310325,355030809000013,1122020,Rua Professor Cesare Lombroso,Bom Retiro,8966,26
-46.639612,-23.530602,355030809000014,1122030,Rua Carmo Cintra,Bom Retiro,8966,26
-46.6349431,-23.5317935,355030809000004,1122040,Rua Samuel Brenner,Bom Retiro,8966,26
-46.634799,-23.529201,355030809000003,1123000,Rua Três Rios,Bom Retiro,8966,26
-46.63502,-23.5297588,355030809000004,1123001,Rua Três Rios,Bom Retiro,8966,26
-46.6382775,-23.5283115,355030809000007,1123010,Rua Lubavitch,Bom Retiro,8966,26
-46.6375505,-23.5301158,355030809000006,1123020,Rua Correia de Melo,Bom Retiro,8966,26
-46.6354285,-23.5289553,355030809000002,1123030,Rua Amazonas,Bom Retiro,8966,26
-46.6368087,-23.5282397,355030809000001,1123040,Rua Guarani,Bom Retiro,8966,26
-46.6362909,-23.5266088,355030809000009,1123050,Rua Joaquim Murtinho,Bom Retiro,8966,26
-46.6338447,-23.5290691,355030809000012,1124000,Rua Afonso Pena,Bom Retiro,8966,26
-46.6326525,-23.5284165,355030809000011,1124010,Rua Bandeirantes,Bom Retiro,8966,26
-46.6318855,-23.5273365,355030809000047,1124020,Rua Salvador Leme,Bom Retiro,8966,26
-46.6318917,-23.5269016,355030809000018,1124040,Rua Jorge Velho,Bom Retiro,8966,26
-46.6321492,-23.5277299,355030809000011,1124060,Praça Coronel Fernando Prestes,Bom Retiro,8966,26
-46.6395195,-23.52762,355030809000015,1125000,Rua da Graça,Bom Retiro,8966,26
-46.6403711,-23.5262325,355030809000014,1125001,Rua da Graça,Bom Retiro,8966,26
-46.6406285,-23.5245296,355030809000030,1125010,Rua Doutor Leonardo Pinto,Bom Retiro,8966,26
-46.6414115,-23.5252393,355030809000029,1125020,Rua do Areal,Bom Retiro,8966,26
-46.6405611,-23.5269744,355030809000014,1126000,Rua Júlio Conceição,Bom Retiro,8966,26
-46.6395091,-23.5265614,355030809000015,1126001,Rua Júlio Conceição,Bom Retiro,8966,26
-46.640372,-23.528769,355030809000014,1126010,Rua Silva Pinto,Bom Retiro,8966,26
-46.63871,-23.5254915,355030809000017,1126020,Rua Talmud Thorá,Bom Retiro,8966,26
-46.6370479,-23.526645,355030809000009,1126030,Rua Antônio Coruja,Bom Retiro,8966,26
-46.6400002,-23.524442,355030809000031,1127000,Rua Newton Prado,Bom Retiro,8966,26
-46.6438445,-23.525354,355030809000035,1127010,Rua Solon,Bom Retiro,8966,26
-46.6430275,-23.5268745,355030809000029,1127020,Rua Tenente Pena,Bom Retiro,8966,26
-46.645183,-23.526972,355030809000029,1127030,Rua Lopes Trovão,Bom Retiro,8966,26
-46.6385216,-23.5223749,355030809000018,1127040,Rua Carmine Forte,Bom Retiro,8966,26
-46.6374855,-23.522542,355030809000031,1127050,Praça Paulo Giannotti,Bom Retiro,8966,26
-46.6444365,-23.5242595,355030809000035,1128000,Rua Barra do Tibaji,Bom Retiro,8966,26
-46.6391235,-23.5240295,355030809000031,1128010,Rua Matarazzo,Bom Retiro,8966,26
-46.6390439,-23.525124,355030809000008,1128020,Rua Mamoré,Bom Retiro,8966,26
-46.638022,-23.5230226,355030809000031,1128030,Rua David Bigio,Bom Retiro,8966,26
-46.6378871,-23.5239247,355030809000031,1128040,Rua Nair de Teffé,Bom Retiro,8966,26
-46.6396243,-23.522691,355030809000018,1128070,Rua Irradiação,Bom Retiro,8966,26
-46.6393099,-23.522383,355030809000018,1128080,Rua Adoração,Bom Retiro,8966,26
-46.6389846,-23.5221698,355030809000018,1128090,Rua Carmo Zacur,Bom Retiro,8966,26
-46.6386619,-23.5219112,355030809000018,1128100,Rua Antônio Hajjar,Bom Retiro,8966,26
-46.6462095,-23.5253997,355030809000034,1128130,Travessa Engenheiro Manuel Brazão Farinha,Bom Retiro,8966,26
-46.6437425,-23.5227875,355030809000035,1129000,Rua Jaraguá,Bom Retiro,8966,26
-46.6425666,-23.5240498,355030809000035,1129010,Rua General Flores,Bom Retiro,8966,26
-46.6457155,-23.5197555,355030809000039,1129020,Rua Cristina Tomás,Bom Retiro,8966,26
-46.6446037,-23.5250566,355030809000034,1130000,Rua Anhaia,Bom Retiro,8966,26
-46.6466649,-23.522687,355030809000038,1130010,Rua Javaés,Bom Retiro,8966,26
-46.6436145,-23.5249295,355030809000035,1131000,Rua dos Italianos,Bom Retiro,8966,26
-46.648459,-23.52208,355030809000040,1131010,Rua Sérgio Tomás,Bom Retiro,8966,26
-46.6441335,-23.5248835,355030809000035,1131020,Rua Pedro Tomás,Bom Retiro,8966,26
-46.6482401,-23.5240386,355030809000038,1132000,Rua Visconde de Taunay,Bom Retiro,8966,26
-46.6469327,-23.5234607,355030809000038,1132010,Rua Neves de Carvalho,Bom Retiro,8966,26
-46.6491566,-23.5210339,355030809000040,1132020,Rua Maurício de Barros,Bom Retiro,8966,26
-46.6497513,-23.524696,355030869000043,1133000,Avenida Rudge,Bom Retiro,8966,26
-46.6535788,-23.5196953,355030869000041,1133010,Rua Baronesa de Porto Carreiro,Bom Retiro,8966,26
-46.6558155,-23.5207465,355030869000040,1133020,Avenida Doutor Abraão Ribeiro,Bom Retiro,8966,26
-46.653573,-23.5192185,355030869000041,1133030,Rua Laviero Abondanza,Bom Retiro,8966,26
-46.6549669,-23.5202118,355030869000041,1133050,Rua Doutor Francisco Hartung,Bom Retiro,8966,26
-46.6511413,-23.5217554,355030809000040,1134000,Avenida Rudge,Bom Retiro,8966,26
-46.651615,-23.5188637,355030809000041,1134010,Rua Salesópolis,Bom Retiro,8966,26
-46.6508651,-23.5195397,355030809000040,1134050,Rua Doraci,Bom Retiro,8966,26
-46.6522473,-23.5183555,355030809000042,1134070,Rua Ângelo Di Sarno,Bom Retiro,8966,26
-46.6527974,-23.5239681,355030869000042,1135000,Rua Anhangüera,Barra Funda,8966,26
-46.6516065,-23.5263379,355030869000044,1135010,Rua Boracéa,Barra Funda,8966,26
-46.6521801,-23.5266397,355030869000044,1135020,Rua Cônego Vicente Miguel Marino,Barra Funda,8966,26
-46.6533321,-23.5276903,355030869000044,1135030,Rua Luigi Greco,Barra Funda,8966,26
-46.6546744,-23.5257248,355030869000146,1136000,Rua do Bosque,Barra Funda,8966,26
-46.6541563,-23.5238485,355030869000042,1137000,Rua Cruzeiro,Barra Funda,8966,26
-46.6534715,-23.5229955,355030869000042,1137010,Rua Norma Pieruccini Giannotti,Barra Funda,8966,26
-46.653326,-23.5248454,355030869000043,1137020,Rua Doutor Ribeiro de Almeida,Barra Funda,8966,26
